"No.","Time","Source","Destination","Protocol","Length","Info"
"203","0.105784","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006d, seq=31/7936, ttl=64 (no response found!)"
"204","0.106642","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=176/45056, ttl=64 (no response found!)"
"205","0.107353","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0073, seq=197/50432, ttl=64 (no response found!)"
"206","0.108016","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0073, seq=154/39424, ttl=64 (no response found!)"
"207","0.108710","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x002c, seq=74/18944, ttl=64 (no response found!)"
"208","0.109429","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=161/41216, ttl=64 (no response found!)"
"209","0.110143","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0079, seq=112/28672, ttl=64 (no response found!)"
"210","0.110894","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006f, seq=30/7680, ttl=64 (no response found!)"
"211","0.111627","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0075, seq=143/36608, ttl=64 (no response found!)"
"212","0.112344","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=83/21248, ttl=64 (no response found!)"
"213","0.113056","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0077, seq=148/37888, ttl=64 (no response found!)"
